Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
South Dakota,2019,20,2019-05-18,133,123,,28,,10,,,0,0,0,35,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,
South Dakota,2019,21,2019-05-25,175,159,,42,,,,,,,,29,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2019,22,2019-06-01,152,145,,32,,,,13,0,,0,34,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2019,23,2019-06-08,149,137,0,34,,,,,,0,0,44,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
South Dakota,2019,24,2019-06-15,154,131,0,35,,,0,,,0,,36,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2019,25,2019-06-22,152,132,0,25,,11,,,0,,,37,10,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
South Dakota,2019,26,2019-06-29,163,148,,34,,,,,,,,35,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2019,27,2019-07-06,151,141,,32,,10,,,,,0,35,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2019,28,2019-07-13,152,141,,29,,11,,,,,0,42,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
South Dakota,2019,29,2019-07-20,130,112,0,23,,,,11,,,,34,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2019,30,2019-07-27,146,129,,37,,13,0,,,,0,28,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2019,31,2019-08-03,171,158,,34,,10,,13,0,,0,43,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2019,32,2019-08-10,160,137,,43,,,,,,0,0,36,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
South Dakota,2019,33,2019-08-17,154,134,,30,,,,12,,,0,32,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2019,34,2019-08-24,176,160,,43,,,,,,,,29,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2019,35,2019-08-31,158,141,0,37,,10,,,,,0,32,14,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
South Dakota,2019,36,2019-09-07,166,148,,39,,,,10,,,,35,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2019,37,2019-09-14,139,122,,29,,,,,,,0,32,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2019,38,2019-09-21,166,145,,27,,10,,10,,0,,37,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2019,39,2019-09-28,164,146,,37,,,,15,0,,,35,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
South Dakota,2019,40,2019-10-05,162,149,,29,,10,,,,,0,35,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2019,41,2019-10-12,148,129,,28,,13,,,,0,,34,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2019,42,2019-10-19,166,152,,37,10,15,,,,,,29,10,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
South Dakota,2019,43,2019-10-26,164,145,,31,,10,,17,,,,26,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2019,44,2019-11-02,169,146,,38,10,13,,12,,,0,26,,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2019,45,2019-11-09,174,147,,32,,12,,12,,,0,35,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2019,46,2019-11-16,184,163,,37,,,,,,0,0,49,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
South Dakota,2019,47,2019-11-23,175,155,,35,,17,,,,,0,41,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2019,48,2019-11-30,146,126,,29,,,,,,0,,35,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2019,49,2019-12-07,172,158,,35,,10,,14,,,0,36,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2019,50,2019-12-14,151,144,,34,,12,,,0,0,0,38,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,
South Dakota,2019,51,2019-12-21,151,138,,29,,11,,15,,,0,28,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2019,52,2019-12-28,155,146,,37,,,,12,,0,0,36,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
South Dakota,2020,1,2020-01-04,170,145,,38,,,,,,,0,39,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
South Dakota,2020,2,2020-01-11,169,157,0,38,,,,13,,,0,33,11,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
South Dakota,2020,3,2020-01-18,168,155,0,30,,12,,,0,0,0,44,,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,
South Dakota,2020,4,2020-01-25,151,142,,32,,15,,,,,0,29,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
South Dakota,2020,5,2020-02-01,162,152,,39,,11,,,,,,41,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2020,6,2020-02-08,150,143,,41,,,,10,,,0,25,19,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
South Dakota,2020,7,2020-02-15,177,165,,38,,12,,13,,,0,36,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2020,8,2020-02-22,177,158,,35,12,15,,12,,,,36,13,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
South Dakota,2020,9,2020-02-29,163,149,,32,,,,12,,,,33,12,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
South Dakota,2020,10,2020-03-07,194,182,,50,,13,,17,,0,0,41,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
South Dakota,2020,11,2020-03-14,166,155,,35,10,11,,10,,,0,42,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,12,2020-03-21,162,152,,28,,,,14,,,0,26,12,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
South Dakota,2020,13,2020-03-28,149,140,,36,,,,10,,0,,27,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,14,2020-04-04,170,154,,39,,,0,10,0,0,,35,11,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,15,2020-04-11,149,138,,26,,11,,,,,0,42,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,16,2020-04-18,152,140,,31,,,,,,,0,26,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,17,2020-04-25,175,159,,36,,14,,,,0,0,36,10,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,18,2020-05-02,159,143,,32,,,,,,0,0,26,,16,16,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
South Dakota,2020,19,2020-05-09,181,159,,33,,,,18,,0,0,33,11,15,15,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
South Dakota,2020,20,2020-05-16,146,133,,26,,,,,0,,0,39,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,21,2020-05-23,162,150,,28,,10,,,,,0,39,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,22,2020-05-30,157,147,,39,,,0,10,,,0,30,,10,10,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2020,23,2020-06-06,146,126,0,27,,,,,0,0,,28,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,24,2020-06-13,159,142,,23,,,,,,,,35,,11,11,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2020,25,2020-06-20,175,154,,39,,,,10,,,0,32,,12,12,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2020,26,2020-06-27,163,138,,39,,15,0,,,,0,28,,10,10,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2020,27,2020-07-04,160,139,,28,,,,,,,,38,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,28,2020-07-11,171,157,0,39,,11,,10,0,0,,23,,14,14,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2020,29,2020-07-18,158,149,,38,,10,,,0,0,,30,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,30,2020-07-25,172,155,,31,10,10,,,,,,30,,15,13,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2020,31,2020-08-01,149,134,0,41,,,,,,,0,34,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,32,2020-08-08,184,164,,46,10,11,0,,,,,27,,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,33,2020-08-15,160,132,,29,,,,,,0,,36,,11,10,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2020,34,2020-08-22,160,142,,30,,13,,,0,,,31,,10,10,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2020,35,2020-08-29,177,161,,36,,,,10,,,,40,,13,12,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2020,36,2020-09-05,200,179,,47,10,,,11,0,0,0,37,,18,18,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,
South Dakota,2020,37,2020-09-12,174,161,,30,,10,0,,,,,40,,20,16,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2020,38,2020-09-19,166,149,,33,,11,,,,,,39,,22,19,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2020,39,2020-09-26,171,161,,31,,,,,,0,0,40,,32,29,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
South Dakota,2020,40,2020-10-03,155,148,,23,,,0,,0,,,32,10,32,28,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
South Dakota,2020,41,2020-10-10,113,107,,18,,10,0,,,0,0,24,,11,10,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
Tennessee,2019,1,2019-01-05,1575,1432,18,292,53,61,42,117,19,24,16,358,87,0,0,,,,,,,,,,,,,,,
Tennessee,2019,2,2019-01-12,1489,1359,21,301,33,74,31,110,32,28,16,355,67,0,0,,,,,,,,,,,,,,,
Tennessee,2019,3,2019-01-19,1486,1357,15,296,35,68,33,88,25,22,16,348,70,0,0,,,,,,,,,,,,,,,
Tennessee,2019,4,2019-01-26,1482,1324,16,291,47,66,28,83,22,26,13,323,67,0,0,,,,,,,,,,,,,,,
Tennessee,2019,5,2019-02-02,1488,1368,27,298,53,75,45,87,17,18,21,312,81,0,0,,,,,,,,,,,,,,,
Tennessee,2019,6,2019-02-09,1544,1410,21,315,49,74,42,97,21,22,15,369,57,0,0,,,,,,,,,,,,,,,
Tennessee,2019,7,2019-02-16,1547,1437,19,296,49,78,45,110,24,17,12,370,78,0,0,,,,,,,,,,,,,,,
Tennessee,2019,8,2019-02-23,1540,1432,19,301,44,77,30,108,18,19,22,381,80,0,0,,,,,,,,,,,,,,,
Tennessee,2019,9,2019-03-02,1500,1356,19,300,38,52,37,122,14,28,14,354,69,0,0,,,,,,,,,,,,,,,
Tennessee,2019,10,2019-03-09,1481,1350,12,295,43,59,29,100,17,25,10,386,102,0,0,,,,,,,,,,,,,,,
Tennessee,2019,11,2019-03-16,1449,1319,15,276,36,66,32,101,24,17,20,343,93,0,0,,,,,,,,,,,,,,,
Tennessee,2019,12,2019-03-23,1471,1354,23,301,37,74,36,102,17,24,17,350,81,0,0,,,,,,,,,,,,,,,
Tennessee,2019,13,2019-03-30,1479,1337,26,304,36,48,35,97,20,22,20,339,66,0,0,,,,,,,,,,,,,,,
Tennessee,2019,14,2019-04-06,1561,1405,20,301,46,67,30,102,26,16,14,377,73,0,0,,,,,,,,,,,,,,,
Tennessee,2019,15,2019-04-13,1494,1345,10,288,46,50,36,91,28,26,16,354,79,0,0,,,,,,,,,,,,,,,
Tennessee,2019,16,2019-04-20,1458,1314,18,298,34,66,32,106,22,31,19,323,70,0,0,,,,,,,,,,,,,,,
Tennessee,2019,17,2019-04-27,1518,1381,22,277,47,53,27,96,30,12,22,377,91,0,0,,,,,,,,,,,,,,,
Tennessee,2019,18,2019-05-04,1402,1269,17,273,42,73,20,81,16,15,16,340,66,0,0,,,,,,,,,,,,,,,
Tennessee,2019,19,2019-05-11,1416,1278,22,294,43,57,26,101,25,19,19,335,63,0,0,,,,,,,,,,,,,,,
Tennessee,2019,20,2019-05-18,1441,1288,22,273,47,66,28,88,20,20,11,332,76,0,0,,,,,,,,,,,,,,,
Tennessee,2019,21,2019-05-25,1486,1337,19,301,51,49,21,92,25,15,14,351,67,0,0,,,,,,,,,,,,,,,
Tennessee,2019,22,2019-06-01,1461,1308,24,318,38,63,30,101,21,34,12,310,63,0,0,,,,,,,,,,,,,,,
Tennessee,2019,23,2019-06-08,1446,1290,15,294,45,52,25,78,21,10,11,340,62,0,0,,,,,,,,,,,,,,,
Tennessee,2019,24,2019-06-15,1419,1255,15,302,37,57,13,86,15,26,20,330,58,0,0,,,,,,,,,,,,,,,
Tennessee,2019,25,2019-06-22,1369,1229,13,277,39,60,24,69,16,15,17,300,78,0,0,,,,,,,,,,,,,,,
Tennessee,2019,26,2019-06-29,1407,1267,11,307,40,54,23,93,20,27,17,319,67,0,0,,,,,,,,,,,,,,,
Tennessee,2019,27,2019-07-06,1451,1288,17,285,40,62,24,71,14,25,26,335,87,0,0,,,,,,,,,,,,,,,
Tennessee,2019,28,2019-07-13,1317,1164,18,270,42,47,15,83,15,19,15,286,62,0,0,,,,,,,,,,,,,,,
Tennessee,2019,29,2019-07-20,1350,1195,11,267,37,51,27,69,17,15,14,335,58,0,0,,,,,,,,,,,,,,,
Tennessee,2019,30,2019-07-27,1347,1208,13,269,39,57,20,93,21,22,15,300,74,0,0,,,,,,,,,,,,,,,
Tennessee,2019,31,2019-08-03,1388,1246,10,287,48,61,18,81,22,19,,311,78,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Tennessee,2019,32,2019-08-10,1370,1231,,278,45,63,24,80,18,24,14,313,73,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Tennessee,2019,33,2019-08-17,1345,1209,11,263,46,68,20,83,23,24,15,298,72,0,0,,,,,,,,,,,,,,,
Tennessee,2019,34,2019-08-24,1387,1253,17,300,47,65,20,85,16,15,16,304,90,0,0,,,,,,,,,,,,,,,
Tennessee,2019,35,2019-08-31,1377,1229,19,283,37,59,11,88,14,18,13,306,58,0,0,,,,,,,,,,,,,,,
Tennessee,2019,36,2019-09-07,1369,1203,21,282,37,56,18,79,15,17,17,324,71,0,0,,,,,,,,,,,,,,,
Tennessee,2019,37,2019-09-14,1408,1262,19,277,41,61,20,104,26,15,,345,65,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Tennessee,2019,38,2019-09-21,1391,1242,19,260,51,45,25,72,24,22,14,340,64,0,0,,,,,,,,,,,,,,,
Tennessee,2019,39,2019-09-28,1390,1253,21,293,44,48,18,90,17,23,13,303,73,0,0,,,,,,,,,,,,,,,
Tennessee,2019,40,2019-10-05,1387,1210,17,274,50,59,19,74,27,18,,308,64,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Tennessee,2019,41,2019-10-12,1365,1203,24,268,34,51,12,72,21,24,17,295,67,0,0,,,,,,,,,,,,,,,
Tennessee,2019,42,2019-10-19,1441,1294,14,278,49,60,25,81,26,27,22,329,65,0,0,,,,,,,,,,,,,,,
Tennessee,2019,43,2019-10-26,1523,1386,25,307,47,66,24,84,21,20,12,349,84,0,0,,,,,,,,,,,,,,,
Tennessee,2019,44,2019-11-02,1372,1237,14,256,31,57,12,76,11,25,14,322,74,0,0,,,,,,,,,,,,,,,
Tennessee,2019,45,2019-11-09,1480,1331,18,274,46,67,21,74,21,21,14,347,76,0,0,,,,,,,,,,,,,,,
Tennessee,2019,46,2019-11-16,1471,1317,22,252,35,76,26,82,14,23,16,362,79,0,0,,,,,,,,,,,,,,,
Tennessee,2019,47,2019-11-23,1498,1369,16,292,49,81,24,88,24,18,18,332,84,0,0,,,,,,,,,,,,,,,
Tennessee,2019,48,2019-11-30,1460,1312,24,281,38,84,31,91,18,23,15,341,63,0,0,,,,,,,,,,,,,,,
Tennessee,2019,49,2019-12-07,1574,1443,32,279,46,90,38,106,18,25,13,390,87,0,0,,,,,,,,,,,,,,,
Tennessee,2019,50,2019-12-14,1549,1388,22,286,43,71,44,114,29,25,14,349,71,0,0,,,,,,,,,,,,,,,
